event_time,user_id,category,amount
2025-09-06 05:24:32,user_006,electronics,66.2
2025-09-06 19:18:08,user_004,fashion,37.53
2025-09-06 11:57:30,user_017,electronics,77.34
2025-09-06 09:46:00,user_006,grocery,149.06
2025-09-06 17:15:17,user_003,electronics,137.13
2025-09-06 10:33:43,user_011,fashion,11.05
2025-09-06 06:05:12,user_018,fashion,167.55
2025-09-06 23:57:03,user_014,grocery,31.17
2025-09-06 17:57:47,user_015,fashion,4.13
2025-09-06 11:35:13,user_008,fashion,32.92
2025-09-06 05:28:12,user_004,fashion,45.03
2025-09-06 00:45:39,user_004,electronics,36.43
2025-09-06 17:32:47,user_007,electronics,185.91
2025-09-06 00:14:40,user_009,electronics,108.9
2025-09-06 19:22:06,user_019,fashion,24.37
2025-09-06 17:09:47,user_011,grocery,11.89
2025-09-06 16:59:29,user_016,grocery,63.38
2025-09-06 03:05:39,user_013,grocery,180.39
2025-09-06 20:08:42,user_001,fashion,118.09
2025-09-06 23:18:01,user_013,electronics,35.53
2025-09-06 21:09:45,user_002,fashion,140.82
2025-09-06 03:59:28,user_017,electronics,134.61
2025-09-06 23:19:18,user_019,electronics,13.86
2025-09-06 17:32:22,user_015,fashion,131.24
2025-09-06 05:23:44,user_006,fashion,182.98
2025-09-06 18:47:17,user_011,grocery,45.88
2025-09-06 12:35:53,user_004,electronics,71.52
2025-09-06 21:46:14,user_012,grocery,28.13
2025-09-06 02:49:55,user_004,grocery,12.26
2025-09-06 00:40:40,user_012,grocery,80.06
2025-09-06 21:34:11,user_010,electronics,27.54
2025-09-06 00:09:11,user_001,grocery,177.79
2025-09-06 20:45:25,user_011,grocery,79.53
2025-09-06 05:35:16,user_001,fashion,41.32
2025-09-06 22:36:14,user_013,fashion,170.46
2025-09-06 21:07:31,user_018,grocery,157.82
2025-09-06 18:38:30,user_018,electronics,62.62
2025-09-06 09:30:36,user_014,electronics,191.34
2025-09-06 19:58:31,user_004,fashion,1.4
2025-09-06 11:04:41,user_003,fashion,65.33
2025-09-06 06:27:01,user_019,fashion,3.13
2025-09-06 11:56:30,user_010,electronics,70.47
2025-09-06 08:53:12,user_003,fashion,141.5
2025-09-06 01:34:46,user_006,grocery,23.92
2025-09-06 01:11:10,user_020,grocery,24.4
2025-09-06 12:41:58,user_015,fashion,188.86
2025-09-06 15:49:00,user_016,grocery,128.52
2025-09-06 20:57:53,user_010,fashion,110.02
2025-09-06 22:19:11,user_010,electronics,142.52
2025-09-06 03:21:27,user_013,grocery,169.66
2025-09-06 19:28:21,user_018,grocery,144.0
2025-09-06 04:46:25,user_003,grocery,191.39
2025-09-06 21:24:44,user_012,fashion,193.54
2025-09-06 07:38:42,user_015,fashion,47.98
2025-09-06 19:21:23,user_018,fashion,18.55
2025-09-06 04:09:03,user_012,fashion,143.16
2025-09-06 01:05:11,user_013,fashion,142.18
2025-09-06 20:53:48,user_017,electronics,195.59
2025-09-06 08:56:02,user_008,grocery,31.31
2025-09-06 09:46:53,user_008,electronics,8.08
